transaction_id,transaction_date_key,customer_id,account_id,product_id,branch_id,transaction_type_id,currency_id,channel_id,region_id,employee_id,risk_score_id,merchant_id,loan_type_id,fraud_status_id,payment_mode_id,time_id,tax_code_id,credit_rating_id,investment_plan_id,policy_id,amount
T170,20240316,C104,A100,P101,B101,TT1,CUR1,CH1,R5,E1,RS4,M1,LT3,FS2,PM3,T2,TX3,CR5,IP4,PO2,2733.03
T171,20240306,C102,A103,P103,B102,TT1,CUR5,CH3,R1,E4,RS3,M3,LT4,FS3,PM4,T3,TX2,CR5,IP1,PO1,2255.29
T172,20240717,C101,A104,P103,B104,TT4,CUR4,CH1,R4,E5,RS5,M3,LT1,FS5,PM3,T2,TX3,CR4,IP4,PO3,6996.71
T173,20240112,C101,A103,P104,B103,TT1,CUR2,CH4,R2,E2,RS3,M3,LT4,FS2,PM1,T4,TX1,CR5,IP1,PO5,2661.96
T174,20240609,C103,A100,P100,B104,TT2,CUR5,CH4,R1,E4,RS3,M2,LT3,FS5,PM5,T3,TX3,CR2,IP2,PO4,9957.82
T175,20240817,C101,A100,P100,B101,TT1,CUR4,CH3,R4,E2,RS2,M2,LT1,FS3,PM3,T1,TX2,CR2,IP3,PO5,3152.1
T176,20241008,C102,A104,P100,B104,TT1,CUR2,CH5,R5,E2,RS3,M3,LT4,FS2,PM5,T5,TX4,CR1,IP1,PO4,4490.99
T177,20240517,C102,A102,P102,B100,TT3,CUR2,CH3,R2,E4,RS5,M4,LT1,FS5,PM4,T5,TX5,CR3,IP3,PO1,9748.87
T178,20241023,C104,A102,P104,B103,TT1,CUR2,CH2,R1,E1,RS1,M2,LT2,FS1,PM1,T4,TX2,CR4,IP3,PO4,8841.53
T179,20241224,C104,A102,P104,B103,TT4,CUR2,CH2,R1,E4,RS1,M5,LT2,FS4,PM4,T4,TX5,CR2,IP5,PO3,8985.55
T180,20241206,C101,A103,P102,B103,TT1,CUR5,CH3,R2,E5,RS4,M2,LT3,FS4,PM2,T4,TX4,CR1,IP4,PO3,6366.03
T181,20241021,C104,A101,P103,B104,TT1,CUR2,CH4,R1,E2,RS4,M5,LT4,FS5,PM5,T1,TX4,CR3,IP1,PO1,8065.26
T182,20240226,C100,A100,P101,B100,TT3,CUR1,CH1,R2,E5,RS2,M1,LT5,FS1,PM3,T4,TX1,CR1,IP1,PO1,4411.38
T183,20240301,C102,A100,P100,B101,TT2,CUR5,CH4,R4,E4,RS1,M1,LT4,FS2,PM5,T3,TX4,CR1,IP4,PO1,5368.74
T184,20241126,C104,A102,P101,B104,TT3,CUR2,CH4,R1,E4,RS3,M5,LT3,FS4,PM3,T1,TX3,CR3,IP4,PO4,793.3
T185,20240904,C102,A100,P103,B101,TT5,CUR1,CH1,R5,E5,RS5,M1,LT4,FS5,PM1,T3,TX4,CR2,IP3,PO4,6029.37
T186,20241206,C103,A104,P101,B104,TT1,CUR2,CH2,R4,E1,RS5,M5,LT5,FS2,PM3,T3,TX1,CR3,IP5,PO4,4691.27
T187,20240112,C102,A102,P102,B100,TT5,CUR4,CH3,R1,E3,RS3,M5,LT5,FS1,PM4,T4,TX5,CR4,IP2,PO2,4867.76
T188,20240722,C104,A102,P100,B104,TT2,CUR1,CH1,R3,E4,RS3,M1,LT4,FS3,PM4,T3,TX3,CR3,IP3,PO5,2423.89
T189,20241109,C104,A104,P101,B100,TT3,CUR3,CH2,R3,E5,RS3,M4,LT2,FS4,PM3,T4,TX3,CR4,IP2,PO2,5651.27
T190,20240718,C103,A104,P101,B101,TT4,CUR2,CH5,R3,E2,RS3,M4,LT3,FS3,PM1,T3,TX3,CR2,IP5,PO5,8395.85
T191,20241009,C103,A101,P101,B102,TT2,CUR1,CH3,R3,E3,RS1,M2,LT5,FS4,PM4,T2,TX1,CR3,IP4,PO4,7054.79
T192,20240515,C100,A100,P103,B102,TT2,CUR5,CH1,R4,E2,RS2,M4,LT4,FS4,PM4,T1,TX2,CR5,IP1,PO2,3646.81
T193,20240923,C102,A100,P104,B100,TT1,CUR5,CH2,R2,E5,RS5,M2,LT3,FS4,PM3,T3,TX2,CR3,IP3,PO5,3609.03
T194,20240214,C101,A103,P100,B103,TT5,CUR4,CH2,R5,E5,RS4,M4,LT3,FS4,PM1,T3,TX1,CR1,IP4,PO1,5934.64
T195,20240309,C104,A100,P103,B104,TT5,CUR4,CH3,R4,E2,RS4,M2,LT1,FS3,PM1,T5,TX3,CR5,IP4,PO2,3894.29
T196,20241028,C101,A102,P103,B101,TT2,CUR5,CH3,R4,E2,RS5,M1,LT4,FS2,PM4,T4,TX1,CR5,IP5,PO2,1716.97
T197,20240909,C103,A100,P101,B102,TT4,CUR2,CH4,R2,E5,RS1,M4,LT4,FS2,PM2,T1,TX2,CR5,IP5,PO5,1127.78
T198,20240217,C104,A104,P102,B103,TT4,CUR1,CH4,R4,E3,RS5,M3,LT2,FS1,PM4,T2,TX3,CR4,IP3,PO3,7806.34
T199,20240406,C102,A103,P101,B102,TT5,CUR4,CH1,R4,E3,RS1,M1,LT5,FS5,PM1,T5,TX5,CR2,IP5,PO4,4568.05
T200,20240326,C104,A102,P102,B101,TT5,CUR4,CH1,R3,E2,RS4,M4,LT2,FS1,PM1,T1,TX1,CR4,IP5,PO4,6751.3
T201,20241209,C104,A102,P104,B100,TT3,CUR4,CH2,R4,E5,RS2,M5,LT5,FS4,PM3,T3,TX1,CR4,IP2,PO2,2793.63
T202,20241217,C103,A102,P104,B101,TT2,CUR1,CH5,R1,E4,RS3,M1,LT1,FS4,PM4,T3,TX1,CR3,IP5,PO1,4550.8
T203,20240909,C100,A104,P101,B104,TT2,CUR5,CH1,R1,E5,RS5,M1,LT2,FS1,PM5,T4,TX5,CR4,IP4,PO4,6713.15
T204,20240707,C102,A104,P101,B102,TT1,CUR4,CH2,R2,E3,RS4,M1,LT5,FS2,PM1,T5,TX3,CR4,IP1,PO5,1354.08
T205,20240810,C104,A102,P104,B101,TT2,CUR3,CH3,R1,E2,RS4,M1,LT5,FS4,PM2,T1,TX3,CR5,IP5,PO5,4082.42
T206,20240519,C102,A101,P101,B101,TT4,CUR5,CH5,R5,E1,RS1,M5,LT2,FS1,PM1,T3,TX3,CR3,IP2,PO5,3629.89
T207,20241021,C104,A103,P101,B102,TT3,CUR4,CH4,R1,E3,RS2,M4,LT1,FS4,PM3,T4,TX1,CR5,IP4,PO3,1531.35
T208,20240907,C103,A101,P104,B104,TT5,CUR1,CH1,R5,E1,RS4,M2,LT5,FS4,PM5,T3,TX2,CR5,IP4,PO2,6663.03
T209,20241222,C102,A100,P104,B104,TT3,CUR5,CH4,R1,E3,RS5,M4,LT4,FS1,PM3,T1,TX3,CR3,IP4,PO4,3652.33
T210,20240527,C100,A101,P103,B104,TT5,CUR4,CH2,R4,E2,RS4,M1,LT1,FS4,PM3,T2,TX2,CR2,IP2,PO5,6988.03
T211,20241108,C100,A103,P104,B103,TT3,CUR3,CH4,R3,E1,RS2,M2,LT5,FS1,PM2,T1,TX4,CR5,IP4,PO4,186.49
T212,20240119,C100,A100,P104,B103,TT5,CUR2,CH1,R3,E5,RS1,M3,LT4,FS1,PM2,T2,TX4,CR3,IP5,PO4,9477.5
T213,20240704,C103,A104,P101,B102,TT5,CUR2,CH5,R4,E3,RS2,M1,LT1,FS3,PM5,T4,TX4,CR1,IP2,PO4,3343.36
T214,20240811,C101,A101,P101,B101,TT2,CUR5,CH3,R5,E5,RS4,M2,LT2,FS1,PM1,T4,TX4,CR2,IP2,PO1,5755.82
T215,20240906,C100,A101,P101,B103,TT3,CUR3,CH4,R1,E2,RS2,M1,LT5,FS2,PM4,T3,TX4,CR5,IP5,PO3,2575.74
T216,20241115,C101,A104,P101,B104,TT2,CUR5,CH5,R3,E1,RS2,M3,LT1,FS3,PM3,T4,TX5,CR4,IP2,PO3,6271.92
T217,20241228,C104,A102,P102,B104,TT2,CUR4,CH4,R1,E2,RS3,M1,LT3,FS3,PM1,T1,TX4,CR4,IP3,PO2,7969.16
T218,20241121,C103,A102,P100,B103,TT5,CUR2,CH1,R2,E5,RS5,M3,LT5,FS2,PM1,T1,TX4,CR1,IP2,PO2,866.71
T219,20240811,C103,A101,P100,B102,TT5,CUR1,CH4,R3,E3,RS4,M4,LT3,FS3,PM1,T4,TX4,CR5,IP4,PO5,7896.09
T220,20240614,C101,A100,P101,B101,TT2,CUR3,CH3,R4,E2,RS4,M3,LT2,FS3,PM3,T5,TX3,CR2,IP5,PO1,9651.07
T221,20240102,C104,A101,P104,B104,TT5,CUR2,CH5,R3,E4,RS5,M5,LT5,FS1,PM5,T1,TX5,CR5,IP5,PO2,4385.74
T222,20241127,C103,A101,P100,B104,TT5,CUR2,CH3,R3,E3,RS1,M2,LT3,FS1,PM3,T1,TX5,CR2,IP1,PO3,8514.8
T223,20241206,C100,A100,P102,B101,TT4,CUR5,CH4,R1,E5,RS3,M4,LT1,FS3,PM5,T2,TX2,CR4,IP4,PO3,6735.34
T224,20241206,C104,A101,P102,B104,TT4,CUR3,CH2,R1,E5,RS2,M4,LT5,FS3,PM3,T4,TX2,CR5,IP3,PO3,3874.46
T225,20240801,C101,A100,P104,B104,TT5,CUR4,CH5,R3,E3,RS5,M2,LT1,FS3,PM2,T3,TX2,CR4,IP4,PO5,6208.78
T226,20240409,C100,A100,P100,B101,TT5,CUR2,CH4,R5,E4,RS4,M4,LT1,FS4,PM4,T4,TX3,CR4,IP1,PO4,6502.82
T227,20240120,C101,A104,P103,B101,TT1,CUR4,CH5,R4,E4,RS4,M2,LT5,FS4,PM4,T3,TX3,CR2,IP4,PO1,1560.44
T228,20241101,C103,A100,P100,B103,TT5,CUR1,CH2,R2,E5,RS3,M1,LT2,FS3,PM5,T5,TX4,CR4,IP3,PO3,7697.05
T229,20241207,C100,A104,P102,B104,TT1,CUR3,CH3,R1,E1,RS1,M2,LT4,FS2,PM1,T3,TX5,CR3,IP5,PO5,6505.92
T230,20241014,C100,A104,P103,B103,TT2,CUR2,CH2,R3,E1,RS5,M4,LT2,FS3,PM4,T3,TX5,CR2,IP5,PO3,7141.44
T231,20240113,C100,A100,P101,B101,TT4,CUR5,CH3,R3,E2,RS3,M3,LT4,FS5,PM3,T4,TX3,CR3,IP5,PO5,3500.55
T232,20240720,C103,A100,P103,B102,TT3,CUR5,CH1,R2,E5,RS5,M2,LT2,FS1,PM1,T4,TX5,CR4,IP1,PO3,1423.22
T233,20240717,C104,A100,P103,B102,TT4,CUR5,CH2,R4,E1,RS3,M3,LT4,FS2,PM1,T5,TX5,CR3,IP4,PO5,5670.76
T234,20241114,C102,A100,P101,B102,TT1,CUR2,CH5,R2,E1,RS5,M2,LT4,FS2,PM2,T2,TX1,CR3,IP3,PO2,5335.88
T235,20240712,C101,A102,P102,B101,TT5,CUR2,CH1,R2,E4,RS3,M5,LT4,FS3,PM1,T2,TX4,CR1,IP3,PO4,8909.21
T236,20240607,C101,A103,P103,B100,TT5,CUR3,CH1,R5,E2,RS1,M1,LT4,FS4,PM3,T5,TX2,CR1,IP4,PO2,9220.41
T237,20240819,C100,A102,P103,B104,TT1,CUR2,CH1,R5,E5,RS3,M2,LT4,FS5,PM1,T3,TX5,CR2,IP4,PO1,9961.06
T238,20240529,C101,A102,P102,B104,TT1,CUR2,CH5,R4,E4,RS1,M5,LT2,FS4,PM2,T5,TX2,CR1,IP2,PO3,7912.7
T239,20240722,C100,A102,P100,B102,TT5,CUR3,CH5,R4,E1,RS4,M5,LT3,FS5,PM4,T3,TX4,CR5,IP5,PO2,9303.64
T240,20240214,C104,A100,P102,B100,TT2,CUR2,CH4,R3,E3,RS4,M1,LT5,FS3,PM1,T4,TX5,CR2,IP2,PO4,8603.94
T241,20240818,C100,A102,P100,B103,TT5,CUR2,CH2,R5,E3,RS1,M1,LT5,FS5,PM2,T1,TX4,CR1,IP4,PO5,7806.88
T242,20240201,C100,A100,P103,B100,TT5,CUR4,CH3,R3,E4,RS1,M4,LT4,FS1,PM4,T2,TX5,CR2,IP1,PO2,3280.74
T243,20240229,C100,A103,P102,B104,TT2,CUR4,CH2,R5,E5,RS3,M2,LT5,FS2,PM5,T2,TX3,CR4,IP4,PO3,8367.4
T244,20240611,C100,A100,P102,B104,TT2,CUR5,CH4,R2,E3,RS2,M4,LT4,FS2,PM1,T4,TX1,CR2,IP4,PO4,5486.59
T245,20241007,C104,A103,P103,B102,TT1,CUR4,CH5,R2,E1,RS2,M3,LT1,FS1,PM2,T2,TX4,CR2,IP1,PO5,9377.17
T246,20240813,C102,A103,P102,B104,TT2,CUR1,CH1,R5,E1,RS2,M4,LT5,FS4,PM3,T3,TX5,CR5,IP5,PO3,325.68
T247,20240616,C100,A102,P101,B100,TT1,CUR1,CH2,R2,E5,RS3,M5,LT3,FS5,PM5,T1,TX5,CR4,IP3,PO3,8267.41
T248,20241110,C104,A100,P102,B103,TT5,CUR4,CH3,R4,E1,RS2,M5,LT3,FS3,PM1,T2,TX3,CR5,IP4,PO2,7911.22
T249,20240227,C100,A101,P101,B101,TT2,CUR3,CH2,R2,E3,RS5,M1,LT3,FS1,PM5,T3,TX1,CR4,IP4,PO3,6359.36
T250,20240608,C104,A103,P100,B101,TT5,CUR2,CH4,R3,E2,RS2,M5,LT1,FS1,PM3,T4,TX5,CR4,IP1,PO2,1410.51
T251,20240930,C103,A104,P104,B100,TT2,CUR2,CH1,R1,E2,RS1,M3,LT2,FS4,PM4,T3,TX3,CR4,IP2,PO5,3610.06
T252,20240126,C101,A102,P104,B101,TT5,CUR5,CH1,R3,E4,RS5,M1,LT4,FS1,PM4,T1,TX2,CR3,IP3,PO4,4435.56
T253,20241001,C103,A102,P103,B101,TT2,CUR4,CH3,R4,E5,RS1,M1,LT5,FS4,PM1,T4,TX4,CR2,IP3,PO2,259.07
T254,20240425,C101,A104,P104,B103,TT3,CUR2,CH4,R3,E3,RS4,M2,LT4,FS2,PM1,T5,TX3,CR1,IP3,PO5,7496.29
T255,20241203,C100,A101,P100,B103,TT5,CUR1,CH2,R3,E2,RS2,M4,LT3,FS4,PM3,T2,TX5,CR2,IP2,PO4,1351.04
T256,20240424,C101,A103,P104,B104,TT3,CUR1,CH4,R5,E3,RS3,M3,LT3,FS5,PM3,T5,TX4,CR5,IP4,PO2,1274.86
T257,20240208,C103,A104,P102,B103,TT5,CUR1,CH5,R4,E1,RS4,M2,LT4,FS5,PM1,T4,TX4,CR2,IP1,PO5,4632.37
T258,20241212,C100,A100,P101,B103,TT3,CUR2,CH3,R3,E1,RS5,M3,LT4,FS3,PM1,T1,TX4,CR1,IP4,PO1,6063.11
T259,20240630,C101,A100,P101,B101,TT2,CUR3,CH2,R4,E1,RS4,M5,LT3,FS4,PM2,T2,TX5,CR1,IP2,PO3,4651.91
T260,20241007,C101,A104,P103,B103,TT2,CUR3,CH5,R4,E5,RS4,M3,LT2,FS2,PM3,T3,TX4,CR5,IP5,PO4,265.65
T261,20240311,C101,A104,P103,B103,TT2,CUR1,CH3,R3,E4,RS3,M5,LT3,FS4,PM2,T4,TX5,CR2,IP4,PO5,4361.55
T262,20240314,C103,A100,P104,B101,TT3,CUR4,CH1,R2,E5,RS4,M2,LT3,FS5,PM5,T2,TX2,CR4,IP2,PO1,7712.94
T263,20240410,C102,A103,P104,B103,TT5,CUR2,CH5,R3,E2,RS1,M3,LT3,FS1,PM2,T1,TX4,CR2,IP4,PO4,2794.03
T264,20240626,C104,A104,P100,B104,TT3,CUR3,CH5,R3,E5,RS4,M2,LT2,FS4,PM1,T5,TX2,CR4,IP2,PO4,852.63
T265,20240917,C103,A104,P104,B101,TT2,CUR5,CH4,R1,E2,RS4,M3,LT2,FS1,PM1,T1,TX2,CR3,IP2,PO1,8332.48
T266,20240822,C100,A101,P103,B104,TT5,CUR5,CH4,R5,E2,RS5,M4,LT2,FS5,PM4,T1,TX2,CR3,IP5,PO2,5177.59
T267,20240210,C104,A102,P103,B104,TT3,CUR3,CH2,R5,E4,RS1,M5,LT5,FS2,PM5,T1,TX5,CR3,IP1,PO4,6403.18
T268,20240804,C102,A102,P102,B102,TT2,CUR5,CH5,R1,E4,RS3,M2,LT1,FS1,PM5,T3,TX3,CR4,IP4,PO4,7852.42
T269,20241113,C102,A100,P104,B101,TT2,CUR2,CH3,R2,E3,RS2,M1,LT5,FS1,PM3,T3,TX1,CR1,IP4,PO5,2154.09
T270,20240229,C101,A104,P101,B102,TT2,CUR2,CH4,R2,E1,RS1,M1,LT5,FS1,PM5,T4,TX5,CR1,IP3,PO4,2508.51
T271,20240226,C103,A100,P100,B101,TT1,CUR5,CH5,R2,E1,RS5,M3,LT4,FS4,PM4,T4,TX4,CR2,IP2,PO3,5064.61
T272,20240909,C100,A101,P103,B100,TT1,CUR4,CH3,R5,E3,RS4,M2,LT2,FS5,PM1,T5,TX4,CR4,IP2,PO3,522.64
T273,20240530,C100,A100,P101,B100,TT5,CUR5,CH1,R4,E3,RS5,M5,LT1,FS2,PM3,T2,TX2,CR4,IP4,PO3,2129.81
T274,20241128,C104,A100,P101,B100,TT2,CUR4,CH4,R2,E5,RS3,M5,LT2,FS2,PM3,T5,TX2,CR3,IP2,PO3,9129.0
T275,20240317,C101,A101,P102,B100,TT5,CUR3,CH5,R5,E5,RS2,M1,LT5,FS1,PM5,T2,TX4,CR4,IP1,PO4,7652.37
T276,20240824,C103,A104,P102,B102,TT3,CUR2,CH5,R4,E3,RS4,M3,LT1,FS3,PM1,T2,TX4,CR1,IP3,PO2,2971.56
T277,20241108,C103,A101,P100,B104,TT5,CUR1,CH2,R1,E1,RS3,M4,LT5,FS1,PM2,T1,TX1,CR2,IP5,PO2,3255.42
T278,20240824,C104,A102,P101,B100,TT3,CUR3,CH4,R1,E3,RS1,M5,LT2,FS3,PM3,T4,TX2,CR1,IP5,PO1,50.29
T279,20240629,C103,A102,P103,B102,TT1,CUR3,CH1,R4,E5,RS2,M4,LT3,FS2,PM2,T5,TX3,CR3,IP1,PO4,2898.0
T280,20240818,C103,A100,P101,B101,TT2,CUR2,CH1,R3,E4,RS2,M3,LT4,FS2,PM1,T1,TX3,CR2,IP4,PO4,922.44
T281,20240810,C103,A102,P101,B100,TT1,CUR5,CH1,R5,E3,RS1,M5,LT5,FS1,PM2,T3,TX4,CR4,IP5,PO5,8844.42
T282,20240512,C104,A103,P104,B101,TT1,CUR1,CH1,R4,E4,RS1,M1,LT1,FS1,PM2,T5,TX4,CR4,IP3,PO3,315.02
T283,20241118,C103,A100,P104,B102,TT4,CUR1,CH5,R2,E1,RS3,M4,LT1,FS2,PM4,T5,TX1,CR1,IP1,PO2,5217.3
T284,20240112,C101,A104,P102,B104,TT5,CUR3,CH5,R4,E3,RS3,M3,LT5,FS5,PM4,T3,TX5,CR3,IP4,PO2,8459.18
T285,20240531,C103,A103,P102,B104,TT4,CUR5,CH3,R2,E1,RS2,M3,LT5,FS4,PM3,T1,TX5,CR1,IP1,PO1,7196.42
T286,20241213,C100,A103,P103,B101,TT2,CUR5,CH4,R3,E1,RS2,M2,LT5,FS2,PM5,T5,TX4,CR4,IP5,PO4,2301.45
T287,20240817,C103,A104,P102,B101,TT2,CUR2,CH3,R3,E2,RS3,M1,LT5,FS1,PM3,T5,TX3,CR2,IP2,PO2,188.59
T288,20240314,C100,A104,P102,B104,TT4,CUR3,CH2,R2,E5,RS4,M2,LT4,FS3,PM4,T1,TX3,CR4,IP5,PO4,3486.01
T289,20240524,C101,A102,P103,B103,TT3,CUR1,CH1,R5,E4,RS5,M4,LT1,FS3,PM1,T2,TX5,CR3,IP1,PO4,7185.46
T290,20240818,C102,A100,P103,B101,TT3,CUR5,CH5,R3,E5,RS3,M2,LT2,FS4,PM1,T1,TX1,CR2,IP1,PO5,5658.19
T291,20241207,C104,A102,P103,B103,TT2,CUR4,CH1,R3,E5,RS2,M3,LT4,FS1,PM4,T1,TX3,CR3,IP1,PO5,2925.71
T292,20240622,C103,A102,P102,B100,TT2,CUR5,CH3,R5,E2,RS3,M3,LT5,FS2,PM2,T4,TX4,CR5,IP5,PO4,50.07
T293,20241029,C103,A103,P100,B103,TT4,CUR2,CH1,R4,E1,RS4,M4,LT2,FS3,PM5,T1,TX3,CR5,IP2,PO2,8888.74
T294,20240302,C103,A101,P103,B101,TT5,CUR3,CH5,R4,E1,RS4,M4,LT3,FS4,PM4,T5,TX1,CR1,IP1,PO3,594.93
T295,20240401,C102,A104,P100,B100,TT1,CUR2,CH5,R4,E2,RS3,M1,LT4,FS3,PM2,T5,TX1,CR5,IP5,PO1,4272.74
T296,20240802,C101,A102,P103,B104,TT1,CUR3,CH2,R2,E2,RS5,M2,LT4,FS3,PM3,T5,TX1,CR1,IP3,PO4,8211.95
T297,20240304,C102,A100,P102,B101,TT1,CUR4,CH5,R2,E3,RS4,M5,LT5,FS4,PM5,T3,TX1,CR5,IP4,PO2,1014.12
T298,20240203,C103,A104,P103,B102,TT4,CUR4,CH4,R2,E1,RS5,M2,LT3,FS2,PM3,T1,TX1,CR3,IP4,PO4,1432.09
T299,20240609,C100,A103,P101,B101,TT2,CUR2,CH1,R1,E2,RS5,M1,LT3,FS5,PM2,T3,TX4,CR4,IP2,PO2,9838.82
T300,20240709,C100,A100,P104,B104,TT3,CUR2,CH5,R3,E5,RS3,M1,LT3,FS4,PM2,T5,TX5,CR2,IP1,PO4,302.49
T301,20240103,C104,A103,P100,B104,TT2,CUR3,CH3,R2,E3,RS4,M1,LT3,FS2,PM4,T3,TX3,CR2,IP3,PO4,5664.47
T302,20240731,C102,A101,P104,B104,TT4,CUR3,CH4,R4,E5,RS4,M1,LT3,FS2,PM1,T4,TX1,CR3,IP4,PO5,3232.4
T303,20240122,C104,A101,P104,B104,TT1,CUR5,CH1,R4,E4,RS4,M1,LT2,FS2,PM1,T4,TX2,CR3,IP1,PO4,1054.45
T304,20240214,C102,A101,P103,B102,TT3,CUR1,CH2,R4,E5,RS1,M3,LT1,FS4,PM2,T2,TX4,CR3,IP3,PO2,5598.43
T305,20240129,C102,A104,P104,B101,TT2,CUR3,CH5,R3,E4,RS3,M1,LT1,FS2,PM4,T5,TX3,CR2,IP5,PO3,4267.04
T306,20240510,C100,A100,P102,B100,TT4,CUR5,CH3,R2,E1,RS5,M4,LT2,FS2,PM4,T4,TX3,CR3,IP4,PO5,7689.77
T307,20240517,C100,A104,P102,B104,TT1,CUR3,CH4,R3,E4,RS3,M4,LT2,FS4,PM3,T5,TX5,CR3,IP4,PO5,6165.35
T308,20241018,C100,A103,P103,B103,TT5,CUR3,CH1,R3,E3,RS5,M3,LT2,FS2,PM1,T5,TX4,CR3,IP4,PO3,1532.55
T309,20240929,C102,A100,P102,B101,TT1,CUR5,CH3,R2,E4,RS5,M5,LT2,FS2,PM4,T1,TX4,CR4,IP5,PO3,1809.49
T310,20240805,C103,A101,P104,B101,TT4,CUR1,CH5,R1,E3,RS5,M4,LT2,FS5,PM5,T5,TX2,CR4,IP4,PO5,2479.52
T311,20240714,C100,A100,P101,B103,TT3,CUR2,CH3,R5,E5,RS3,M1,LT5,FS2,PM4,T5,TX4,CR5,IP1,PO1,764.21
T312,20240811,C103,A101,P101,B100,TT2,CUR5,CH1,R4,E1,RS5,M1,LT3,FS3,PM1,T1,TX2,CR5,IP4,PO3,6925.23
T313,20240127,C101,A100,P102,B100,TT4,CUR1,CH4,R4,E1,RS5,M3,LT3,FS1,PM5,T5,TX5,CR3,IP3,PO3,9816.5
T314,20241005,C100,A104,P103,B102,TT5,CUR5,CH5,R4,E2,RS5,M4,LT2,FS5,PM5,T1,TX3,CR2,IP3,PO2,8876.28
T315,20240803,C103,A101,P101,B103,TT5,CUR2,CH2,R5,E4,RS5,M2,LT3,FS5,PM3,T2,TX3,CR5,IP1,PO1,585.8
T316,20240219,C101,A103,P103,B104,TT3,CUR2,CH1,R5,E1,RS4,M5,LT2,FS2,PM2,T3,TX2,CR3,IP5,PO5,579.97
T317,20240109,C101,A101,P103,B101,TT2,CUR3,CH5,R4,E2,RS4,M4,LT1,FS1,PM1,T2,TX3,CR1,IP1,PO4,222.32
T318,20241214,C100,A104,P101,B104,TT4,CUR3,CH4,R3,E2,RS5,M2,LT5,FS1,PM2,T1,TX4,CR2,IP5,PO2,7525.9
T319,20240426,C103,A103,P101,B103,TT5,CUR5,CH1,R4,E3,RS5,M3,LT5,FS2,PM4,T4,TX3,CR1,IP4,PO4,7938.39
T320,20240120,C104,A103,P104,B100,TT2,CUR1,CH4,R4,E4,RS2,M4,LT4,FS1,PM3,T4,TX1,CR5,IP3,PO2,3549.79
T321,20241130,C103,A101,P104,B104,TT4,CUR5,CH2,R3,E5,RS1,M5,LT2,FS3,PM2,T1,TX4,CR3,IP4,PO3,2183.69
T322,20240221,C103,A101,P104,B100,TT5,CUR1,CH1,R2,E3,RS4,M2,LT2,FS3,PM3,T2,TX1,CR3,IP4,PO1,189.58
T323,20241125,C103,A104,P102,B102,TT2,CUR2,CH4,R1,E4,RS3,M5,LT2,FS4,PM5,T2,TX3,CR3,IP3,PO4,7083.39
T324,20240926,C100,A102,P104,B102,TT2,CUR3,CH2,R5,E1,RS5,M1,LT4,FS4,PM5,T2,TX2,CR5,IP4,PO5,6384.67
T325,20240609,C101,A104,P103,B103,TT4,CUR1,CH4,R2,E2,RS4,M3,LT4,FS4,PM4,T2,TX5,CR1,IP1,PO5,4492.62
T326,20240225,C101,A102,P103,B102,TT3,CUR5,CH2,R5,E2,RS4,M2,LT3,FS4,PM4,T4,TX1,CR3,IP2,PO2,1078.87
T327,20240830,C102,A100,P102,B102,TT3,CUR3,CH2,R1,E5,RS3,M4,LT5,FS4,PM1,T1,TX5,CR1,IP1,PO5,1781.08
T328,20241015,C104,A100,P103,B100,TT1,CUR2,CH5,R2,E3,RS1,M2,LT3,FS1,PM1,T5,TX5,CR5,IP2,PO3,6388.78
T329,20240315,C103,A104,P103,B102,TT2,CUR1,CH4,R1,E2,RS2,M4,LT3,FS3,PM1,T2,TX5,CR2,IP1,PO5,9999.4
T330,20240121,C102,A100,P103,B101,TT2,CUR4,CH3,R2,E4,RS5,M2,LT4,FS5,PM2,T4,TX2,CR2,IP4,PO3,5254.65
T331,20240221,C101,A101,P104,B100,TT5,CUR1,CH1,R1,E5,RS4,M4,LT1,FS1,PM3,T3,TX1,CR1,IP3,PO3,7244.05
T332,20241028,C104,A104,P102,B100,TT4,CUR2,CH2,R2,E4,RS5,M4,LT5,FS3,PM4,T4,TX2,CR4,IP2,PO2,9998.58
T333,20240928,C103,A100,P102,B102,TT2,CUR2,CH2,R1,E4,RS3,M5,LT4,FS4,PM4,T4,TX2,CR1,IP3,PO3,5131.0
T334,20240628,C104,A103,P103,B102,TT5,CUR5,CH1,R4,E4,RS5,M1,LT1,FS2,PM1,T4,TX1,CR5,IP5,PO2,8720.15
T335,20241113,C101,A100,P100,B102,TT5,CUR3,CH4,R5,E5,RS2,M1,LT4,FS2,PM3,T5,TX5,CR3,IP2,PO3,6583.87
T336,20240710,C100,A104,P104,B100,TT2,CUR1,CH4,R1,E4,RS4,M4,LT1,FS2,PM2,T2,TX5,CR4,IP2,PO1,1877.78
T337,20240214,C102,A101,P101,B101,TT3,CUR2,CH4,R2,E4,RS3,M2,LT1,FS3,PM4,T5,TX5,CR5,IP5,PO5,3317.08
T338,20241015,C104,A102,P100,B101,TT5,CUR5,CH1,R1,E2,RS2,M1,LT2,FS4,PM1,T1,TX4,CR2,IP4,PO5,8944.74
T339,20240507,C103,A101,P103,B100,TT5,CUR1,CH4,R3,E4,RS2,M2,LT2,FS4,PM3,T3,TX3,CR5,IP2,PO3,8272.29
T340,20240405,C100,A100,P101,B102,TT2,CUR1,CH4,R2,E2,RS1,M5,LT4,FS5,PM4,T3,TX3,CR5,IP2,PO1,8631.81
